Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,Year
Mychal Rivera,TE,Tennessee,6,184,https://www.sports-reference.com/cfb/players/mychal-rivera-1.html,75.0,242.0,4.81,17.0,31.0,112.0,7.17,4.43,SEC,37.0,3.0,108.78,57.5,166.0,12.4,4.46,3.11,52.24,0.0,12.7,0.89,24.33,1.21,2.98,76.0,1018.0,13.4,6.0,1.46,3.05,3.9,0.0,76.0,1018.0,13.4,6.0,2013
Nickell Robey,CB,USC,0,0,https://www.sports-reference.com/cfb/players/nickell-robey-1.html,67.0,169.0,4.53,10.0,37.5,127.0,6.74,4.09,Pac-10,38.0,3.0,107.0,56.0,163.0,5.5,2.0,7.0,110.0,3.0,20.56,0.83,5.36,0.23,1.45,104.12,1184.37,11.06,13.01,220.5,1435.91,6.62,13.07,324.62,2620.28,9.13,26.08,2013
Denard Robinson,WR,Michigan,5,135,https://www.sports-reference.com/cfb/players/denard-robinson-1.html,70.0,199.0,4.43,13.83,36.5,123.0,7.09,4.22,Big Ten,49.0,4.0,127.89,56.34,184.0,7.72,2.59,6.76,80.84,0.63,13.26,1.8,15.83,0.88,2.89,92.0,1324.0,14.55,8.5,4.0,69.5,11.65,0.0,96.0,1393.5,14.45,8.5,2013
Robbie Rouse,RB,Fresno State,0,0,https://www.sports-reference.com/cfb/players/robbie-rouse-1.html,66.0,190.0,4.8,15.0,34.0,114.0,6.97,4.25,WAC,50.0,4.0,101.15,51.35,152.0,8.26,2.5,2.63,40.7,0.0,13.73,0.68,29.99,1.03,2.13,110.0,794.0,7.2,5.0,898.0,4647.0,5.2,37.0,1008.0,5441.0,5.4,42.0,2013
Logan Ryan,CB,Rutgers,3,83,https://www.sports-reference.com/cfb/players/logan-ryan-1.html,71.0,191.0,4.56,14.0,32.5,116.0,6.69,4.06,Big East,37.0,3.0,111.0,59.0,170.0,11.5,0.5,7.0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,31.39,261.41,7.03,1.75,255.36,1423.4,5.49,11.91,286.75,1684.81,5.7,13.66,2013
Etienne Sabino,OLB,Ohio State,0,0,https://www.sports-reference.com/cfb/players/etienne-sabino-1.html,74.0,247.0,4.75,24.0,32.9,114.0,7.08,4.29,Big Ten,47.0,4.0,71.0,49.0,120.0,10.5,4.5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,45.67,603.91,12.24,3.99,107.97,534.26,2.03,5.74,153.64,1138.17,7.85,9.73,2013
Lanear Sampson,WR,Baylor,0,0,https://www.sports-reference.com/cfb/players/lanear-sampson-1.html,71.0,204.0,4.46,20.0,33.5,119.0,7.1,4.38,Big 12,50.0,4.0,120.95,62.84,184.0,8.9,1.56,6.73,75.26,0.36,12.06,1.68,18.14,0.82,2.42,165.0,1905.0,11.5,11.0,2.66,13.47,5.56,0.19,165.0,1905.0,11.5,11.0,2013
Ace Sanders,WR,South Carolina,4,101,https://www.sports-reference.com/cfb/players/ace-sanders-1.html,67.0,173.0,4.58,7.0,32.0,117.0,6.81,4.37,SEC,40.0,3.0,98.9,50.28,149.0,8.69,2.31,4.88,71.46,0.0,15.97,1.05,37.77,0.99,2.52,99.0,1230.0,12.4,13.0,12.0,72.0,6.0,0.0,111.0,1302.0,11.7,13.0,2013
Brian Schwenke,C,California,4,107,https://www.sports-reference.com/cfb/players/brian-schwenke-1.html,75.0,314.0,4.99,31.0,26.5,108.0,7.31,4.74,Pac-12,24.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,18.8,5.6,0.12,31.88,141.24,0.72,0.12,34.49,160.04,3.98,0.24,2013
Matt Scott,QB,Arizona,0,0,https://www.sports-reference.com/cfb/players/matt-scott-1.html,74.0,213.0,4.69,17.07,31.0,118.0,6.69,3.99,Pac-10,34.0,4.0,96.1,60.4,156.0,12.12,3.11,3.66,8.01,0.0,12.08,1.6,0.0,0.57,1.38,45.71,327.59,7.11,1.56,546.58,3054.18,5.74,25.46,592.28,3381.78,5.85,27.01,2013
Quinn Sharp,P,Oklahoma State,0,0,https://www.sports-reference.com/cfb/players/quinn-sharp-1.html,73.0,189.0,4.86,14.29,31.71,115.79,7.02,4.22,Big 12,51.0,4.0,123.24,66.67,190.0,7.15,1.74,5.59,98.41,0.66,14.06,1.04,29.45,0.82,2.48,23.09,219.39,9.71,1.29,226.81,1152.04,2.56,11.64,249.9,1371.44,2.74,12.92,2013
Kawann Short,DT,Purdue,2,44,https://www.sports-reference.com/cfb/players/kawann-short-1.html,75.0,299.0,5.08,30.69,31.17,109.79,7.33,4.5,Big Ten,37.0,3.0,124.0,62.0,186.0,49.0,19.5,2.0,15.0,0.0,13.0,1.0,0.0,0.0,2.0,1.2,7.47,5.4,0.13,1.13,-2.01,-2.54,0.13,2.33,5.46,-2.3,0.27,2013
John Simon,OLB,Ohio State,4,129,https://www.sports-reference.com/cfb/players/john-simon-2.html,73.0,257.0,4.62,26.62,32.83,119.53,7.15,4.31,Big Ten,39.0,3.0,81.0,73.0,154.0,42.0,20.5,0.78,17.86,0.19,10.0,1.0,30.0,1.0,2.0,12.69,130.06,10.51,1.0,60.86,299.06,0.15,3.22,73.55,429.13,1.58,4.22,2013
Tharold Simon,CB,LSU,5,138,https://www.sports-reference.com/cfb/players/tharold-simon-1.html,74.0,202.0,4.51,9.0,34.0,128.0,6.99,4.22,SEC,34.0,3.0,68.0,27.0,95.0,2.5,0.0,7.0,41.0,0.0,13.0,1.0,8.8,0.78,0.0,65.23,572.91,7.52,3.15,492.86,2619.33,5.34,17.4,558.1,3192.24,5.71,20.55,2013
Dion Sims,TE,Michigan State,4,106,https://www.sports-reference.com/cfb/players/dion-sims-1.html,77.0,262.0,4.75,22.0,35.0,112.0,7.36,4.52,Big Ten,39.0,3.0,104.89,56.42,161.0,12.6,4.57,3.53,61.02,0.0,12.72,0.93,3.18,0.73,3.06,59.0,707.0,12.0,8.0,1.0,-2.0,-2.0,0.0,60.0,705.0,11.8,8.0,2013
Jamoris Slaughter,S,Notre Dame,6,175,https://www.sports-reference.com/cfb/players/jamoris-slaughter-1.html,72.0,195.0,4.57,16.14,32.64,118.18,6.99,4.22,Ind,36.0,3.0,61.0,37.0,98.0,4.0,2.0,2.0,26.0,0.0,6.0,0.0,0.0,0.0,1.0,53.29,618.3,10.41,4.5,253.87,1269.84,4.67,13.32,307.16,1888.14,9.73,17.82,2013
Darius Slay,CB,Mississippi State,2,36,https://www.sports-reference.com/cfb/players/darius-slay-1.html,72.0,192.0,4.36,14.0,35.5,124.0,6.9,4.21,SEC,26.0,2.0,42.0,22.0,64.0,2.0,0.0,6.0,173.0,2.0,14.27,0.12,17.27,0.42,1.0,43.96,382.91,7.78,2.34,387.78,2050.92,5.22,17.08,431.75,2433.83,5.52,19.43,2013
Geno Smith,QB,West Virginia,2,39,https://www.sports-reference.com/cfb/players/geno-smith-1.html,74.0,218.0,4.58,16.36,33.5,124.0,6.99,4.28,Big East,44.0,4.0,76.16,43.81,120.0,7.22,1.23,5.99,123.14,0.69,9.73,0.67,8.91,0.63,1.46,41.72,355.44,8.5,1.46,540.76,2996.9,5.71,30.01,582.48,3352.35,5.88,31.47,2013
Quanterus Smith,DE,Western Kentucky,5,146,https://www.sports-reference.com/cfb/players/quanterus-smith-1.html,77.0,250.0,4.74,22.66,31.96,110.37,7.21,4.34,Sun Belt,36.0,3.0,87.0,48.0,135.0,41.0,24.0,0.15,0.0,0.0,3.0,1.0,75.0,1.0,5.0,47.01,393.46,8.23,4.01,108.0,457.88,3.35,5.29,155.02,851.33,5.67,9.3,2013
Rodney Smith,WR,Florida State,0,0,https://www.sports-reference.com/cfb/players/rodney-smith-1.html,76.0,225.0,4.51,17.34,34.5,120.0,7.03,4.07,ACC,48.0,4.0,103.15,51.43,155.0,8.21,2.07,3.36,54.16,0.11,14.3,1.03,12.46,0.7,2.22,106.0,1540.0,14.5,10.0,1.25,1.9,2.57,0.0,106.0,1540.0,14.5,10.0,2013
Akeem Spence,DT,Illinois,4,100,https://www.sports-reference.com/cfb/players/akeem-spence-1.html,73.0,307.0,5.15,37.0,30.0,107.0,7.82,4.72,Big Ten,26.0,2.0,65.0,121.0,186.0,16.5,3.5,0.53,5.4,0.0,0.0,0.0,0.0,0.0,2.0,2.19,12.89,6.26,0.2,0.77,0.9,0.26,0.37,2.97,13.79,2.33,0.57,2013
Damion Square,DE,Alabama,0,0,https://www.sports-reference.com/cfb/players/damion-square-1.html,74.0,293.0,5.23,25.77,29.68,107.38,7.33,4.45,SEC,28.0,3.0,44.0,49.0,93.0,18.5,7.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.96,16.08,6.14,0.0,1.18,3.47,-0.95,0.28,3.14,19.55,0.7,0.28,2013
Zac Stacy,RB,Vanderbilt,5,160,https://www.sports-reference.com/cfb/players/zac-stacy-1.html,68.0,216.0,4.55,27.0,33.0,122.0,6.7,4.17,SEC,45.0,4.0,98.87,50.19,149.0,8.43,2.0,5.32,78.81,0.0,16.36,0.94,0.0,0.73,2.4,46.0,415.0,9.0,0.0,581.0,3143.0,5.4,30.0,627.0,3558.0,5.7,30.0,2013
Daimion Stafford,S,Nebraska,7,248,https://www.sports-reference.com/cfb/players/daimion-stafford-1.html,72.0,221.0,4.69,21.0,30.5,111.0,7.06,4.37,Big Ten,27.0,2.0,97.0,79.0,176.0,6.0,1.5,4.0,28.0,0.0,10.0,0.0,15.24,0.6,1.0,45.65,411.08,8.86,2.33,425.11,2097.18,4.4,24.81,470.76,2508.26,6.95,27.13,2013
Jawanza Starling,S,USC,0,0,https://www.sports-reference.com/cfb/players/jawanza-starling-1.html,73.0,202.0,4.64,17.0,36.0,122.0,6.68,4.34,Pac-10,42.0,4.0,80.0,48.0,128.0,4.5,0.0,4.0,52.0,0.0,2.0,1.0,80.0,1.0,0.0,81.51,1038.32,12.43,8.15,6.09,19.37,3.38,0.0,87.59,1057.7,12.0,8.15,2013
Jonathan Stewart,ILB,Texas A&M,0,0,https://www.sports-reference.com/cfb/players/jonathan-stewart-4.html,76.0,242.0,4.68,19.0,31.0,118.0,7.44,4.53,Big 12,39.0,3.0,121.0,94.0,215.0,10.0,5.5,1.23,40.96,0.3,6.0,1.0,1.0,0.0,2.0,25.14,318.07,14.98,4.42,53.83,207.12,3.7,6.1,78.97,525.18,8.05,10.52,2013
Walter Stewart,DE,Cincinnati,0,0,https://www.sports-reference.com/cfb/players/walter-stewart-1.html,76.0,246.0,4.69,24.31,33.23,112.56,7.12,4.35,Big East,38.0,3.0,114.0,71.0,185.0,34.5,17.5,1.0,-2.0,0.0,10.0,0.0,0.0,1.0,7.0,54.13,452.5,8.2,5.59,119.93,513.33,3.7,5.7,174.05,965.83,5.83,11.29,2013
Kenny Stills,WR,Oklahoma,5,144,https://www.sports-reference.com/cfb/players/kenny-stills-1.html,72.0,194.0,4.38,16.0,33.5,124.0,6.86,4.35,Big 12,38.0,3.0,82.22,42.13,124.0,5.19,0.6,4.18,50.07,0.38,10.82,1.69,14.81,0.67,1.96,204.0,2594.0,12.7,24.0,3.0,23.0,7.7,0.0,207.0,2617.0,12.6,24.0,2013
Jake Stoneburner,TE,Ohio State,0,0,https://www.sports-reference.com/cfb/players/jake-stoneburner-1.html,75.0,252.0,4.65,18.0,34.5,116.0,7.12,4.27,Big Ten,48.0,4.0,105.0,56.67,162.0,11.13,3.52,3.62,59.85,0.0,13.95,0.96,8.08,0.65,2.88,53.0,714.0,13.5,13.0,0.67,2.21,1.86,0.11,53.0,714.0,13.5,13.0,2013
Caleb Sturgis,K,Florida,5,166,https://www.sports-reference.com/cfb/players/caleb-sturgis-1.html,70.0,188.0,4.77,16.49,33.35,121.05,6.83,4.17,SEC,57.0,5.0,110.35,68.15,178.0,13.45,3.27,1.45,18.5,0.0,3.79,0.76,1.75,0.41,2.24,46.92,497.68,9.86,4.13,263.93,1492.78,4.17,13.76,310.85,1990.45,4.75,17.89,2013
D.J. Swearinger,S,South Carolina,2,57,https://www.sports-reference.com/cfb/players/dj-swearinger-1.html,70.0,208.0,4.67,17.0,37.0,124.0,6.7,4.11,SEC,52.0,4.0,184.0,60.0,244.0,6.5,0.0,6.0,94.0,2.0,1.0,0.0,65.0,1.0,0.0,57.9,563.42,11.12,4.15,279.66,1425.01,4.52,11.12,337.56,1988.43,9.09,15.27,2013
Rod Sweeting,CB,Georgia Tech,0,0,https://www.sports-reference.com/cfb/players/rod-sweeting-1.html,71.0,189.0,4.42,11.0,37.0,124.0,6.77,4.11,ACC,53.0,4.0,113.0,47.0,160.0,10.0,1.0,5.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,51.98,476.95,8.22,3.13,398.48,2150.58,5.27,19.07,450.46,2627.53,5.65,22.19,2013
Ryan Swope,WR,Texas A&M,6,174,https://www.sports-reference.com/cfb/players/ryan-swope-1.html,72.0,205.0,4.34,16.0,37.0,125.0,6.76,4.25,Big 12,51.0,4.0,85.98,46.23,132.0,5.73,0.91,3.42,45.57,0.17,10.07,0.17,27.62,0.39,0.83,252.0,3117.0,12.4,24.0,19.0,59.0,3.1,0.0,271.0,3176.0,11.7,24.0,2013
Bruce Taylor,ILB,Virginia Tech,0,0,https://www.sports-reference.com/cfb/players/bruce-taylor-1.html,73.0,237.0,5.01,19.0,30.5,115.0,7.21,4.39,ACC,28.0,3.0,110.0,116.0,226.0,33.5,16.5,1.84,75.29,0.67,9.0,0.0,0.0,0.0,1.0,26.32,326.33,13.43,4.27,68.34,258.96,3.69,5.83,94.65,585.3,7.19,10.11,2013
Devin Taylor,DE,South Carolina,4,132,https://www.sports-reference.com/cfb/players/devin-taylor-1.html,79.0,266.0,4.72,14.0,35.0,128.0,6.89,4.3,SEC,39.0,3.0,107.0,54.0,161.0,35.5,18.5,2.0,72.0,2.0,6.0,0.0,0.0,0.0,0.0,66.54,822.5,12.1,5.71,10.48,63.71,5.26,0.96,77.02,886.2,11.17,6.67,2013
Jamar Taylor,CB,Boise State,2,54,https://www.sports-reference.com/cfb/players/jamar-taylor-2.html,71.0,192.0,4.39,22.0,35.0,127.0,6.82,4.06,WAC,49.0,5.0,91.0,41.0,132.0,10.0,4.0,7.0,154.0,1.0,2.0,0.0,0.0,0.0,3.0,34.4,306.36,7.72,3.45,335.52,1853.5,5.3,16.11,369.92,2159.86,5.57,19.56,2013
Mike Taylor,OLB,Wisconsin,0,0,https://www.sports-reference.com/cfb/players/mike-taylor-1.html,73.0,234.0,4.75,23.4,36.69,121.79,7.2,4.3,Big Ten,33.0,3.0,177.0,200.0,377.0,38.5,7.0,5.0,72.0,0.0,7.0,1.0,0.0,0.0,3.0,13.62,141.94,10.76,0.73,208.03,1112.89,2.07,13.21,221.65,1254.83,2.21,13.94,2013
Stepfan Taylor,RB,Stanford,5,140,https://www.sports-reference.com/cfb/players/stepfan-taylor-1.html,69.0,214.0,4.76,17.0,30.0,110.0,7.13,4.5,Pac-10,53.0,4.0,119.8,60.75,181.0,12.22,4.2,3.57,51.52,0.15,12.15,1.05,0.0,0.94,2.71,97.0,778.0,8.0,5.0,843.0,4300.0,5.1,40.0,940.0,5078.0,5.4,45.0,2013
Manti Te'o,ILB,Notre Dame,2,38,https://www.sports-reference.com/cfb/players/manti-teo-1.html,73.0,241.0,4.82,20.79,33.0,113.0,7.13,4.27,Ind,51.0,4.0,212.0,225.0,437.0,34.0,8.5,7.0,35.0,0.0,6.0,0.0,0.0,0.0,2.0,26.54,237.22,9.92,3.06,80.19,315.37,4.04,6.82,106.73,552.59,5.49,9.88,2013
Chase Thomas,OLB,Stanford,0,0,https://www.sports-reference.com/cfb/players/chase-thomas-1.html,75.0,244.0,4.91,18.0,32.0,113.0,7.17,4.31,Pac-10,53.0,4.0,145.0,84.0,229.0,50.5,27.5,2.0,2.0,0.0,3.0,2.0,0.0,1.0,9.0,30.98,352.73,11.79,2.44,167.22,837.17,3.12,7.93,195.23,1175.02,5.76,10.22,2013
Phillip Thomas,S,Fresno State,4,119,https://www.sports-reference.com/cfb/players/phillip-thomas-2.html,72.0,208.0,4.65,14.0,35.0,122.0,6.97,4.28,WAC,38.0,3.0,127.0,51.0,178.0,17.0,4.0,13.0,214.0,4.0,9.98,1.65,11.01,0.88,1.7,67.98,706.29,11.41,9.75,164.48,955.11,5.25,13.62,232.47,1661.4,9.52,23.37,2013
Shamarko Thomas,S,Syracuse,4,111,https://www.sports-reference.com/cfb/players/shamarko-thomas-1.html,69.0,213.0,4.42,28.0,40.5,133.0,7.02,4.26,Big East,48.0,4.0,177.0,86.0,263.0,16.5,4.0,2.0,27.0,0.0,5.0,1.0,3.0,0.0,1.0,25.08,281.38,10.63,3.31,162.31,1009.46,4.37,9.62,187.38,1290.85,9.41,12.92,2013
Kenbrell Thompkins,WR,Cincinnati,0,0,https://www.sports-reference.com/cfb/players/kenbrell-thompkins-1.html,73.0,193.0,4.54,8.0,33.5,121.0,6.88,4.21,Big East,26.0,2.0,108.73,62.78,172.0,7.28,1.71,5.76,67.16,0.17,14.28,1.24,14.37,0.71,1.81,78.0,1077.0,13.8,4.0,2.56,14.63,6.65,0.09,78.0,1077.0,13.8,4.0,2013
Chris Thompson,RB,Florida State,5,154,https://www.sports-reference.com/cfb/players/chris-thompson-1.html,67.0,192.0,4.42,21.0,33.47,120.4,6.87,4.19,ACC,39.0,4.0,102.35,55.82,158.0,9.52,2.61,4.7,72.53,0.13,15.05,1.07,17.87,1.0,2.9,45.0,430.0,9.6,1.0,277.0,1735.0,6.3,14.0,322.0,2165.0,6.7,15.0,2013
Hugh Thornton,OG,Illinois,3,86,https://www.sports-reference.com/cfb/players/hugh-thornton-1.html,75.0,320.0,5.11,27.0,26.84,104.13,7.45,4.63,Big Ten,13.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.76,1.81,0.0,0.37,0.72,1.65,0.0,1.0,1.48,1.48,0.0,2013
Levine Toilolo,TE,Stanford,4,133,https://www.sports-reference.com/cfb/players/levine-toilolo-1.html,80.0,260.0,4.86,17.0,31.0,113.0,7.09,4.57,Pac-10,30.0,3.0,106.37,55.79,162.0,11.11,3.76,3.08,53.04,0.0,13.05,0.83,3.31,0.77,2.76,50.0,763.0,15.3,10.0,0.11,-0.22,1.26,0.0,50.0,763.0,15.3,10.0,2013
Desmond Trufant,CB,Washington,1,22,https://www.sports-reference.com/cfb/players/desmond-trufant-1.html,72.0,190.0,4.38,16.0,37.5,125.0,6.74,3.85,Pac-10,50.0,4.0,151.0,44.0,195.0,8.5,2.0,6.0,57.0,0.0,30.66,1.15,17.0,1.0,2.38,41.98,339.96,7.31,2.39,370.15,2055.99,5.26,17.83,412.12,2395.96,5.5,20.22,2013
Matthew Tucker,RB,TCU,0,0,https://www.sports-reference.com/cfb/players/matthew-tucker-1.html,72.0,221.0,4.55,17.0,35.5,118.0,7.02,4.23,MWC,51.0,4.0,121.3,62.11,183.0,14.77,3.83,4.38,57.07,0.0,10.32,0.9,0.0,0.43,2.26,29.0,262.0,9.0,1.0,494.0,2602.0,5.3,33.0,523.0,2864.0,5.5,34.0,2013
Kenny Vaccaro,S,Texas,1,15,https://www.sports-reference.com/cfb/players/kenny-vaccaro-1.html,72.0,214.0,4.63,15.0,38.0,121.0,6.78,4.06,Big 12,50.0,4.0,158.0,73.0,231.0,14.0,2.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,53.59,619.19,9.41,4.19,181.68,1129.96,5.51,12.16,235.27,1749.16,8.59,16.34,2013
James Vandenberg,QB,Iowa,0,0,https://www.sports-reference.com/cfb/players/james-vandenberg-1.html,75.0,226.0,4.92,19.82,32.0,116.0,6.95,4.52,Big Ten,32.0,4.0,109.36,57.65,167.0,12.12,4.54,3.79,64.65,0.24,13.9,1.41,63.21,1.16,2.36,28.34,197.43,6.93,0.5,388.63,2096.09,3.84,23.14,416.97,2293.53,3.92,23.64,2013
Conner Vernon,WR,Duke,0,0,https://www.sports-reference.com/cfb/players/conner-vernon-1.html,72.0,196.0,4.68,15.98,32.5,125.0,6.93,4.22,ACC,48.0,4.0,92.8,46.49,139.0,5.15,0.91,3.76,57.21,0.51,12.08,1.04,13.45,0.69,1.4,283.0,3749.0,13.2,21.0,11.0,38.0,3.5,0.0,294.0,3787.0,12.9,21.0,2013
Spencer Ware,RB,LSU,6,194,https://www.sports-reference.com/cfb/players/spencer-ware-1.html,70.0,228.0,4.62,19.62,32.71,112.95,7.2,4.32,SEC,36.0,3.0,104.3,52.78,157.0,8.81,2.32,3.5,57.39,0.1,14.16,1.07,45.12,1.01,2.38,39.0,404.0,10.4,2.0,295.0,1249.0,4.2,10.0,334.0,1653.0,4.9,12.0,2013
Chance Warmack,OG,Alabama,1,10,https://www.sports-reference.com/cfb/players/chance-warmack-1.html,74.0,317.0,5.49,26.6,28.47,110.0,7.8,4.67,,11.0,1.0,1.44,0.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,1.0,2.25,2.25,0.12,0.0,0.6,3.24,0.0,1.0,2.84,2.84,0.12,2013
Cornelius Washington,DE,Georgia,6,188,https://www.sports-reference.com/cfb/players/cornelius-washington-1.html,76.0,265.0,4.55,36.0,39.0,128.0,7.2,4.44,SEC,37.0,3.0,46.0,30.0,76.0,17.0,10.5,0.42,3.52,0.15,3.0,0.0,0.0,0.0,0.0,30.75,376.67,11.92,3.14,11.8,84.01,5.16,1.41,42.55,460.68,8.5,4.55,2013
Kayvon Webster,CB,South Florida,3,90,https://www.sports-reference.com/cfb/players/kayvon-webster-1.html,70.0,195.0,4.41,14.0,35.0,125.0,7.07,4.18,Big East,47.0,4.0,136.0,54.0,190.0,8.5,2.0,3.0,34.0,0.0,14.52,0.72,96.0,1.0,0.95,43.47,302.77,6.26,1.4,391.22,2086.52,5.28,15.8,434.68,2389.29,5.45,17.21,2013
Bjoern Werner,DE,Florida State,1,24,https://www.sports-reference.com/cfb/players/bjoern-werner-1.html,75.0,266.0,4.83,25.0,31.0,111.0,7.3,4.4,ACC,27.0,2.0,63.0,36.0,99.0,35.0,23.5,1.0,0.0,0.0,9.0,1.0,34.0,1.0,2.0,9.35,95.07,10.65,1.19,38.5,189.34,4.0,4.53,47.85,284.41,5.48,5.72,2013
Markus Wheaton,WR,Oregon State,3,79,https://www.sports-reference.com/cfb/players/markus-wheaton-1.html,71.0,189.0,4.45,20.0,37.0,120.0,6.8,4.02,Pac-10,49.0,4.0,103.11,59.2,162.0,9.87,2.5,3.97,42.76,0.35,12.63,1.02,27.36,1.34,2.44,227.0,2994.0,13.2,16.0,83.0,631.0,7.6,5.0,310.0,3625.0,11.7,21.0,2013
Nathan Williams,OLB,Ohio State,0,0,https://www.sports-reference.com/cfb/players/nathan-williams-1.html,75.0,241.0,4.88,24.0,35.0,113.0,6.99,4.44,Big Ten,35.0,4.0,65.0,66.0,131.0,24.0,12.0,1.0,22.0,0.0,2.0,0.0,0.0,0.0,2.0,52.17,706.61,12.44,6.99,0.53,0.28,2.68,0.25,52.7,706.89,9.81,7.25,2013
Brennan Williams,OT,North Carolina,3,89,https://www.sports-reference.com/cfb/players/brennan-williams-1.html,78.0,318.0,5.27,19.38,28.93,106.26,7.8,4.77,ACC,22.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,17.45,-0.78,0.0,51.69,256.68,1.42,2.76,55.63,274.13,-2.06,2.76,2013
Duke Williams,S,Nevada,4,105,https://www.sports-reference.com/cfb/players/duke-williams-1.html,71.0,203.0,4.48,13.0,37.5,126.0,6.87,4.0,WAC,50.0,4.0,198.0,94.0,292.0,14.5,0.0,4.0,69.0,0.0,10.0,1.0,0.0,0.0,2.0,40.16,382.04,9.26,2.4,245.78,1407.06,5.16,14.72,285.94,1789.1,7.04,17.11,2013
Jesse Williams,DT,Alabama,5,137,https://www.sports-reference.com/cfb/players/jesse-williams-3.html,75.0,323.0,4.94,30.0,26.6,104.43,7.64,4.82,SEC,13.0,1.0,17.0,44.0,61.0,6.5,1.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.8,13.37,4.86,0.0,38.85,173.03,3.07,0.0,40.65,186.39,3.36,0.0,2013
Kerwynn Williams,RB,Utah State,7,230,https://www.sports-reference.com/cfb/players/kerwynn-williams-1.html,68.0,195.0,4.48,17.0,35.0,118.0,7.15,4.15,WAC,49.0,4.0,117.87,61.68,180.0,10.74,3.07,3.39,49.1,0.0,13.41,1.1,28.62,1.36,2.48,64.0,870.0,13.6,5.0,382.0,2515.0,6.6,22.0,446.0,3385.0,7.6,27.0,2013
Shawn Williams,S,Georgia,3,84,https://www.sports-reference.com/cfb/players/shawn-williams-1.html,72.0,213.0,4.46,25.0,36.0,120.0,7.01,4.25,SEC,54.0,4.0,132.0,77.0,209.0,10.5,1.0,4.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,24.83,231.27,8.18,1.9,167.56,1032.58,5.23,9.06,192.39,1263.85,7.88,10.96,2013
Steve Williams,CB,California,5,145,https://www.sports-reference.com/cfb/players/steve-williams-1.html,69.0,181.0,4.42,12.0,40.5,128.0,6.89,4.1,Pac-10,37.0,3.0,111.0,40.0,151.0,9.0,1.0,6.0,45.0,0.0,14.0,0.0,16.42,0.25,1.0,88.28,1161.08,12.04,7.0,191.69,1237.9,7.03,11.98,279.97,2398.98,10.77,18.99,2013
Sylvester Williams,DT,North Carolina,1,28,https://www.sports-reference.com/cfb/players/sylvester-williams-1.html,75.0,313.0,5.03,27.0,26.5,102.0,7.93,4.8,ACC,13.0,1.0,44.0,52.0,96.0,20.5,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,8.59,5.08,0.0,19.62,87.02,0.66,0.0,20.97,95.6,3.39,0.0,2013
Terrance Williams,WR,Baylor,3,74,https://www.sports-reference.com/cfb/players/terrance-williams-2.html,74.0,208.0,4.52,11.0,32.5,119.0,7.01,4.32,Big 12,51.0,4.0,99.34,56.28,156.0,8.01,0.66,9.76,96.41,0.41,11.81,0.5,0.0,0.17,1.45,202.0,3334.0,16.5,27.0,3.0,17.0,5.7,0.0,205.0,3351.0,16.3,27.0,2013
Tourek Williams,DE,Florida International,6,179,https://www.sports-reference.com/cfb/players/tourek-williams-1.html,75.0,260.0,4.92,25.0,33.0,112.0,7.15,4.35,Sun Belt,38.0,3.0,84.0,66.0,150.0,45.0,18.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,17.56,156.72,9.75,1.84,82.73,435.25,5.76,5.13,100.29,591.97,6.91,6.97,2013
Trevardo Williams,OLB,Connecticut,4,124,https://www.sports-reference.com/cfb/players/trevardo-williams-1.html,73.0,241.0,4.57,30.0,38.0,124.0,7.12,4.23,Big East,38.0,3.0,85.0,48.0,133.0,40.5,30.5,0.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,41.02,501.92,13.14,4.87,66.29,509.72,5.82,5.32,107.31,1011.64,7.42,10.19,2013
